id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:21 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @raihandmu: psbb tuh punten sorry baru bales,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 17 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,4853,chocoavcdooo,,,raihandmu,,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@sultan_balfas Yang langgar PSBB itu pemerintah sendiri. Namanya jg tukang perintah, jadi suka-suka dia. 
#langgarPSBB
#keperawanan",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 17 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,0,RoyyanJamil,,"langgarPSBB, keperawanan",sultan_balfas,"Kota Palu, Sulawesi Tengah",
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:15 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @IGBagus07: Jadilah panutan dalam bersikap, bertindak, berkata supaya statusmu dihargai dan dihormati
dinegara kami dgn mematuhi PSBB (H…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 16 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,2,petercumicumi,,,IGBagus07,"Jakarta Capital Region, Indone",
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:14 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BangCepot77: @VIVAcoid Tuh yg langgar PSBB di mall, sama yg konser kemaren gak di pukul tandang juga?????

Itu satpol PP namanya ASMADI…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 16 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,4,v_aji,,,"BangCepot77, VIVAcoid",sidoarjo - east java,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:13 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @kafiradikalis: ...Ulama (cucu nabi) diperlakukan kasar saat PSBB.

Beberapa hari lalu konser BPIP rame2 + lalu foto2 tanpa masker denga…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 16 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,182,baniismail83,,,kafiradikalis,Bandung,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:11 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@hentaiw_senpai What i got as new habit in this PSBB is gaming which i’m not really into before this quarantine. No… https://t.co/xssDi6y9ao,What got new habit PSBB gaming ’ really quarantine No…,"Sentiment(polarity=0.16818181818181818, subjectivity=0.32727272727272727)",0.168181818,0.327272727,en,0,1193,devonafaustina,,,hentaiw_senpai,Indonesia,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@85albasrihasan https://t.co/aBci5irUTo,,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,und,0,0,yud_iii,FALSE,,85albasrihasan,"Jakarta Capital Region, Indone",
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:04 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @OposisiCerdas: Sujiwo Tejo Soal PSBB: Gajah di Mal Tak Tampak, di Peribadatan Tampak
https://t.co/hQkEelSAgE",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 15 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,226,abah060970921,FALSE,,OposisiCerdas,,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ismailfahmi: Ini video terpotong. Saya sdh lht yg lebih panjang. Aparat awalnya sudah sopan.

Pemerintah sdh menjalankan PSBB. Semua wa…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 15 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,1,becefortaja,,,ismailfahmi,Unknown,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:02 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @HusinShihab: Video lanjutan dari @Lady_Zeebo 

Diduga Umar Abdullah Assegaf ketua Albayinat Bangil-Jatim melanggar petugas yg sedang me…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 14 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,548,hendra235,,,"HusinShihab, Lady_Zeebo",Jakarta,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:52:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maaf om psbb ga boleh duduk disamping🤭 https://t.co/AFwyfoLHim,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 14 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,15104,opinopin,FALSE,,,Indonesia,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:59 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dr_koko28: Tolong sampaikan ajakan saya ini kepada semua petugas. Terapkanlah protokol kesehatan &amp; PSBB dengan cara yang edukatif dalam…,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 14 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,103,Tengsyut07,,,dr_koko28,,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:58 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Lady_Zeebo: Langgar PSBB Pemilik Majlis Roudhotus Salaf Bangil Pukul Petugas..

Salah, ditegur baik-baik tapi malah ngeyel dan memukul…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 13 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,1193,muhnhaq,,,Lady_Zeebo,"Sulawesi Tenggara, Indonesia",
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:57 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @raihandmu: psbb tuh punten sorry baru bales,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 13 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,4853,nawanqadew,,,raihandmu,6231,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:56 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@UG_Moody @akticis @txtdrberseragam Di YouTube sebetulnya banyak kisah2 PSBB ky gt kok. Banyak oknum2 dr berbagai p… https://t.co/JUH37DCfuU,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 13 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,0,Partono_ADjem,,,"UG_Moody, akticis, txtdrberseragam",Tambun Selatan,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:46 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Lady_Zeebo: Langgar PSBB Pemilik Majlis Roudhotus Salaf Bangil Pukul Petugas..

Salah, ditegur baik-baik tapi malah ngeyel dan memukul…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 12 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,1193,sarbunceu,,,Lady_Zeebo,Indonesia,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:44 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Lady_Zeebo: Langgar PSBB Pemilik Majlis Roudhotus Salaf Bangil Pukul Petugas..

Salah, ditegur baik-baik tapi malah ngeyel dan memukul…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 12 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,1193,barabumi_,,,Lady_Zeebo,"Jalan Monjali , Sleman",
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:34 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@twitpos mungkin emg salahnya ngelanggar psbb, tp tolong kebuka dong matanya. banyak tuh yg masih bahlul, tp gausah… https://t.co/F518Sw27Gq",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 11 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,0,potatoandblack,,,twitpos,Jamaica,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:31 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Play @HediYunus - Melamarmu, #BursaMusik with @Harry3owo Md.@yanewid_ 

#MarhabanYaRamadhan #RamadhanDiRumahSaja… https://t.co/nXMEdQbrXU",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 11 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,0,dFas_Indramayu,,"Play, BursaMusik, MarhabanYaRamadhan, RamadhanDiRumahSaja","HediYunus, Harry3owo, yanewid_","Indramayu , Jawa Barat",
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:30 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Emang di aturan psbb ada pengecualian bagi kegiatan sosial untuk menggalang dana? Kan engga. 

Dikutuk jadi punduk… https://t.co/fVSsiPcVtW",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 11 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,0,jllyyyF,,,,"Jakarta Capital Region, Indonesia",
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:29 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @raihandmu: psbb tuh punten sorry baru bales,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 10 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,4853,immoodzcho,,,raihandmu,97’,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GunRomli: Pria Bergamis yang Lawan Petugas PSBB di Surabaya Habib Umar Assegaf https://t.co/gHdIwcn42w

Harus ditindak, hukum tdk boleh…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 10 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,57,cumakicaukacau,FALSE,,GunRomli,,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:25 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Lady_Zeebo: Langgar PSBB Pemilik Majlis Roudhotus Salaf Bangil Pukul Petugas..

Salah, ditegur baik-baik tapi malah ngeyel dan memukul…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 10 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,1193,faizalpotlot,,,Lady_Zeebo,pajang surakarta,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:23 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bintangku206: ribuan yg langgar PSBB tp tak ada perlakuan ""RASIS"" seperti ini, acara KONSER tua bangka BPIP yg diikuti para #bangsatban…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 09 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,134,jhon_hancock77,,,bintangku206,nagari diateh langik,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:21 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @m_newsid: #MuslimahNews -- Dalam kondisi pandemi seperti ini, seharusnya pemerintah sekuat tenaga melindungi dan menjaga rakyatnya. Buk…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 09 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,26,mfauzirizal82,,MuslimahNews,m_newsid,,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:18 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @09871O4890: Petugas Medis yg susah payah dibalas dg PSBB Paling Senang Belanja Bersama

Apa kalian tdk mikirin Virus ini adalah Virus y…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 08 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,572,miahmad20,,,09871O4890,,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ConversationIDN: Pemerintah harus menyadari bahwa menyelamatkan kepentingan ekonomi di atas kesehatan masyarakat hanya akan membawa ker…,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 08 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,91,pmorleyy,,,ConversationIDN,"Bali, Indonesia",
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:15 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @kafiradikalis: ...Gw yg kafir aja marah melihat perlakuan PSBB nggak adil seperti ini.

1. Mall dibuka, bejibun orang berdesak2an.

2.…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 07 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,4853,Ak18Will,,,kafiradikalis,,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:14 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HusinShihab: Video lanjutan dari @Lady_Zeebo 

Diduga Umar Abdullah Assegaf ketua Albayinat Bangil-Jatim melanggar petugas yg sedang me…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 07 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,548,ToniSuharto5,,,"HusinShihab, Lady_Zeebo",,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:12 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @EnggalPMT: PSBB Logic:

TKA China: Ahlan Wasahlan 
Habib Bangil: Digebukin",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 06 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,186,KavindraOemar,,,EnggalPMT,,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:10 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @raihandmu: psbb tuh punten sorry baru bales,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 06 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,4853,aldenabs,,,raihandmu,Bandung Juara,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:09 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @txtdrbekasi: Bayangin udah banyak daerah yang hijau, terus kita padaan taaaaaat bet sama psbb pada stay at home, trus ikutin protokol k…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 06 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,22,paracetamolie,,,txtdrbekasi,,
,,,,,,,,,,,,,,,,
1.26335E+18,Thu May 21 05:51:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @kafiradikalis: ...Gw yg kafir aja marah melihat perlakuan PSBB nggak adil seperti ini.

1. Mall dibuka, bejibun orang berdesak2an.

2.…",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  17 HOURS 07 MINUTES 05 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,"Sentiment(polarity=0.34, subjectivity=0.42000000000000004)",0.34,0.42,in,0,572,Wahyudi_Ss,,,kafiradikalis,#duniasementaraakheratselamany,
,,,,,,,,,,,,,,,,
